Time,Title,Content,URL
"9:10  AM ET Mon, 29 Jan 2018",Very few US adults report receiving bonuses or raises from the Republican tax law,"Two percent of U.S. adults said they had gotten a raise, bonus, or other benefits due to the Republican tax law enacted a month ago.",https://www.cnbc.com/2018/01/29/very-few-us-adults-report-receiving-bonuses-or-raises-from-the-republican-tax-law.html
"11:40  AM ET Mon, 29 Jan 2018","Trump's first State of the Union will focus on the economy, trade and immigration","The official theme of the speech is, ""building a safe, strong and proud America.""",https://www.cnbc.com/2018/01/26/trump-state-of-the-union-to-focus-on-economy-trade-immigration.html
"10:08  AM ET Fri, 26 Jan 2018",Mnuchin says we'll see 'massive investment' back into US because of game-changing tax cut,Treasury Secretary Steven Mnuchin says lower corporate taxes will lead to more investment in the United States.,https://www.cnbc.com/2018/01/26/mnuchin-says-you-are-going-to-see-massive-investment-back-into-us-because-of-tax-cut.html
"10:46  AM ET Fri, 26 Jan 2018",US economic growth slows in fourth-quarter on surging imports,U.S. economic growth unexpectedly slowed in the fourth quarter as the strongest pace of consumer spending in three years.,https://www.cnbc.com/2018/01/26/gdp-q4-2017-first-reading.html
"8:46  AM ET Fri, 26 Jan 2018",Durable goods orders soar 2.9% in December,"Orders for long-lasting manufactured goods rose 2.9 percent in December, the fastest pace since June and another sign of strength for American industry.",https://www.cnbc.com/2018/01/26/us-durable-goods-orders-dec-2017.html
"11:16  AM ET Fri, 26 Jan 2018",Treasury Secretary Mnuchin says stronger dollar is in the best interest of the country,Treasury Secretary Steven Mnuchin tells CNBC his lack of concern about the dollar's value is limited to the near term.rn,https://www.cnbc.com/2018/01/26/treasury-secretary-mnuchin-says-stronger-dollar-is-in-the-best-interest-of-the-country.html
"8:02  AM ET Fri, 26 Jan 2018",Trump says cutting regulations 'was every bit as important as what we did with the tax cuts',"""Don't kid yourself, regulations are just as big as the tax cuts,"" the president told CNBC.",https://www.cnbc.com/2018/01/26/trump-tells-cnbc-cutting-regulations-as-big-as-tax-cuts.html
"1:27  PM ET Thu, 25 Jan 2018","Ray Dalio, manager of world's largest hedge fund, rips Mnuchin's weak dollar position as 'a hidden tax'",Hedge fund kingpin Ray Dalio says Treasury Secretary Steven Mnuchin's advocacy of a weak dollar threatens the economic recovery.,https://www.cnbc.com/2018/01/25/ray-dalio-rips-mnuchins-weak-dollar-position-as-a-hidden-tax.html
"10:09  AM ET Thu, 25 Jan 2018","Leading indicators gain in Dec., expected to continue momentum due to tax reform",A key economic indicator rose more than expected in December to build on momentum from the previous month.,https://www.cnbc.com/2018/01/25/december-leading-indicators-index.html
"6:20  PM ET Thu, 25 Jan 2018","Bezosxe2x80x99 net worth soars, while 10% of Amazonxe2x80x99s Ohio workers are on food stamps, liberal think tank says","Policy Matters Ohio found that roughly 700 employees, more than 1 in 10, at Amazon's Ohio warehouses received SNAP benefits in August.",https://www.cnbc.com/2018/01/25/10-percent-of-amazons-ohio-employees-are-on-food-stamps-liberal-think-tank-says.html
"11:42  AM ET Thu, 25 Jan 2018",Puerto Rico unveils revised fiscal plan: No debt service payments for the next 5 years,"After Hurricane Maria, it was decided that the fiscal plan needed to be revised to reflect the island's new reality.",https://www.cnbc.com/2018/01/25/puerto-rico-unveils-revised-fiscal-plan-no-debt-service-payments-for-the-next-5-years.html
"11:33  AM ET Thu, 25 Jan 2018",These are the top 5 most affordable US cities,The best places to live when you're on a budget.,https://www.cnbc.com/2018/01/25/the-top-5-cheapest-cities-in-america.html
"11:39  AM ET Wed, 20 Dec 2017",Quick move higher in interest rates could be warning for 2018,"Markets will be watching bond yields Wednesday, amid concern this week's sharp move higher in interest rates is a sign of what could be ahead in 2018.",https://www.cnbc.com/2017/12/19/quick-move-higher-in-interest-rates-could-be-forewarning-for-2018-.html
"8:52  AM ET Wed, 20 Dec 2017",Weekly mortgage applications sink 4.9% as homebuyers pull back,"Something spooked home buyers last week, and it wasn't interest rates, because they fell.",https://www.cnbc.com/2017/12/20/weekly-mortgage-applications-sink.html
"12:19  PM ET Tue, 19 Dec 2017",See the complete results of the fourth-quarter CNBC All-America Economic Survey,"CNBC surveyed 800 adults to get their views on the state of the U.S. economy, the Trump presidency, plans for holiday spending, and more.",https://www.cnbc.com/2017/12/19/see-the-complete-results-of-the-fourth-quarter-cnbc-all-america-economic-survey.html
"9:33  AM ET Tue, 19 Dec 2017",Holiday spending on track to be highest in at least 12 years: CNBC survey,The CNBC All-America Economic Survey finds that optimism on the economy is fueling record holiday spending plans.,https://www.cnbc.com/2017/12/19/average-holiday-spending-to-top-900-cnbc-survey.html
"3:29  PM ET Tue, 19 Dec 2017","Tax overhaul is nice, but here's what Main Street is really hoping for",A deregulatory tone and action on tax cuts have small businesses feeling positive. But here's 3 more things they really want.,https://www.cnbc.com/2017/12/19/small-business-hoping-for-more-traction-beyond-tax-overhaul.html
"9:49  AM ET Tue, 19 Dec 2017","Fed's Kashkari: I'm against rate hikes due to low inflation, but the GOP tax bill could change that",The Fed's Neel Kashkari says he keeps voting against interest rate hikes because of low inflation and troubling bond market signals.,https://www.cnbc.com/2017/12/19/feds-kashkari-i-vote-against-rate-hikes-because-of-low-inflation-and-troubling-bond-market-signals.html
"10:27  AM ET Tue, 19 Dec 2017",Single-family home construction boosts US housing starts,"U.S. homebuilding unexpectedly rose in November, with the construction of single-family housing units surging to a 10-year high.",https://www.cnbc.com/2017/12/19/us-housing-starts-nov-2017.html
"8:26  AM ET Tue, 19 Dec 2017","'It's not the Fed's job to protect investors from losses,' says central banker Kashkari",Minneapolis Fed President Neel Kashkari says it could be costly for the Fed to try to constrain the stock market.,https://www.cnbc.com/2017/12/19/feds-kashkari-it-is-not-my-job-to-protect-investors-from-losses.html
"10:20  AM ET Tue, 19 Dec 2017",Warner on GOP tax plan: 'Worst piece of legislation that I've seen since I've been in the Senate',The Virginia Democrat spoke to CNBC's John Harwood about the Republican plan to reform tax policy.,https://www.cnbc.com/2017/12/18/mark-warner-on-gop-tax-plan-worst-piece-of-legislation-ive-seen.html
"10:31  AM ET Tue, 19 Dec 2017",US Congress is poised to approve the biggest tax overhaul in 30 years,The Republican-controlled U.S. Congress will begin voting on Tuesday on the biggest overhaul of the U.S. tax system in more than 30 years.,https://www.cnbc.com/2017/12/19/us-congress-poised-to-approve-biggest-tax-overhaul-in-30-years.html
"9:00  AM ET Tue, 19 Dec 2017","Many rich Americans are complaining the new tax code will have them paying more, not less","Many wealthy Americans are complaining bitterly that the new tax code will have them paying more, not less, in taxes.",https://www.cnbc.com/2017/12/19/tax-cuts-benefit-the-ultra-rich-but-not-the-merely-rich.html
"6:14  AM ET Tue, 19 Dec 2017","US Senate panel is likely to reject Trump's Exim Bank pick, while others advance",The U.S. Senate Banking Committee looks set to reject President Donald Trump's nominee to run the Export-Import Bank on Tuesday.,https://www.cnbc.com/2017/12/19/us-senate-panel-is-likely-to-reject-trumps-exim-bank-pick-while-others-advance.html
"11:10  AM ET Mon, 18 Dec 2017","Economic optimism soars, boosting Trump's approval rating",The CNBC All-America Economic Survey finds a near record 41 percent expect the economy to improve in the next year.,https://www.cnbc.com/2017/12/18/economic-optimism-soaring-helping-trump-cnbc-survey.html
"10:42  AM ET Mon, 18 Dec 2017",Homebuilder confidence hits highest level in 18 years in December,Confidence among the nation's homebuilders jumped unexpectedly in December on expectations for a stronger economy.,https://www.cnbc.com/2017/12/18/homebuilder-confidence-hits-highest-level-in-18-years-in-december.html
"10:48  AM ET Fri, 15 Dec 2017",The Federal Reserve doesn't think the GOP tax cuts will pay for themselves,"Fed officials do not seem to be buying what tax cut advocates are selling, namely that growth will offset the proposed rate reductions.",https://www.cnbc.com/2017/12/15/fed-casting-doubt-on-gop-claims-that-tax-cuts-will-pay-for-themselves.html
"10:23  AM ET Fri, 15 Dec 2017","Holiday shoppers are feeling generous this year, retail sales are poised for big gains","With 10 days until Christmas, retailers hope to cash in on the final stretch of shopping. Spending is strong so far.",https://www.cnbc.com/2017/12/15/holiday-shoppers-are-feeling-generous-this-year.html
"9:50  AM ET Fri, 15 Dec 2017",US industrial production rose in November on a rebound in oil and natural gas,U.S. industrial production rose 0.2 percent in November due to a rebound in extracting oil and natural gas after a stoppage due to Hurricane Nate.,https://www.cnbc.com/2017/12/15/us-industrial-production-nov-2017.html
"9:30  AM ET Thu, 14 Dec 2017",US weekly jobless claims rise less than expected,"First-time claims for state unemployment benefits rose less than expected, declining from the previous week.",https://www.cnbc.com/2017/12/14/us-weekly-jobless-claims-dec-9-2017.html
"9:28  AM ET Thu, 14 Dec 2017",Retail sales unexpectedly surge in November,"Sales increased more than expected in November as the holiday shopping season got off to a brisk start, pointing to sustained strength in the economy.",https://www.cnbc.com/2017/12/14/us-retail-sales-nov-2017.html
"10:16  AM ET Thu, 14 Dec 2017","Business inventories slip in October, following a month of no gain","The measure of business supply met economists' expectations, dipping slightly after flattening out in the prior month.",https://www.cnbc.com/2017/12/14/us-business-inventories-october.html
"10:52  AM ET Fri, 22 Dec 2017",Why Trump tax reform will be even better than Reagan,"This tax reform package could make Reagan reforms ""look small,"" says Jack Bouroudjian.",https://www.cnbc.com/2017/12/22/why-trump-tax-reform-will-be-even-better-than-reagan-commentary.html
"1:31  PM ET Fri, 22 Dec 2017",Trump claims companies are 'showering their workers with bonuses' following tax plan passage,"Giving bonuses ""is the rage"" after the GOP passed its tax plan, President Trump contends.",https://www.cnbc.com/2017/12/22/trump-promotes-corporate-bonuses-after-gop-tax-plan-passes.html
"8:59  AM ET Fri, 22 Dec 2017","US core capital goods orders dip, while shipments increase",New orders for key U.S.-made capital goods fell in November after four straight months of increases.,https://www.cnbc.com/2017/12/22/us-durable-goods-orders-nov-2017.html
"9:08  AM ET Fri, 22 Dec 2017","Consumer spending rises more than expected, while savings is at the lowest level since 2008",U.S. consumer spending accelerated in November amid an increase in demand for recreational goods and utilities.,https://www.cnbc.com/2017/12/22/us-personal-income-nov-2017.html
"6:16  AM ET Fri, 22 Dec 2017","Trump promised to protect the steel industry, but layoffs are coming instead",Steelworkers thought they would see a new dawn for their industry. But the presidentxe2x80x99s pledge to do something has actually done more harm than good.,https://www.cnbc.com/2017/12/22/trump-promised-to-protect-steel-layoffs-are-coming-instead.html
"6:50  AM ET Fri, 22 Dec 2017","As Republicans aim to ride the economy to a midterm election victory, a warning from voters in a key district","In midterm congressional elections, history shows that voters often focus on issues other than the economy.",https://www.cnbc.com/2017/12/22/as-republicans-aim-to-ride-economy-to-election-victory-a-warning-from-voters-in-key-district.html
"1:44  PM ET Tue,  2 Jan 2018","The consumer has never been stronger, and this could just be the beginning","Economic data tied to consumer confidence is going to be important to watch over the next two weeks, writes Mark Tepper.",https://www.cnbc.com/2017/12/21/the-consumer-has-never-been-stronger-and-this-could-just-be-the-beginning.html
"1:57  PM ET Thu, 21 Dec 2017",Larry Lindsey being considered for Fed vice chair job: Sources,"The White House is looking for monetary policy expertise for Fed vice chair job, sources say.",https://www.cnbc.com/2017/12/21/larry-lindsey-being-considered-for-fed-vice-chair-job-sources.html
"7:16  PM ET Thu, 21 Dec 2017","Senate passes spending bill, sets stage for tax cut signing",President Donald Trump is expected to sign the bill averting a government shutdown.,https://www.cnbc.com/2017/12/21/senate-has-enough-votes-to-pass-spending-bill-sets-stage-for-tax-cut-signing.html
"1:57  PM ET Thu, 21 Dec 2017",Here's how the tax bill will affect the middle class in every US state,"In general, the more you earn, the more you'll save on taxes.",https://www.cnbc.com/2017/12/21/how-the-tax-bill-will-affect-the-middle-class.html
"8:55  AM ET Thu, 21 Dec 2017",US third-quarter economic growth lowered to 3.2%,"The final reading on third-quarter gross domestic product was forecast to rise 3.3 percent, unchanged from the prior estimate.",https://www.cnbc.com/2017/12/21/us-final-reading-on-q3-2017-gdp.html
"12:39  PM ET Thu, 21 Dec 2017","Leading economic indicators rise 0.4 percent, meet expectations","Economists polled by Reuters estimated key indicators will rise by 0.4 percent in November, following a strong month of growth in October.",https://www.cnbc.com/2017/12/21/november-leading-indicators-index.html
"9:29  AM ET Thu, 21 Dec 2017",Ways and Means Chairman Kevin Brady: 'We've got the fundamentals right in this tax reform bill',The House Ways and Means Committee chairman Kevin Brady said the tax bill encourages companies to invest in America.,https://www.cnbc.com/2017/12/21/rep-kevin-brady-on-tax-reform-weve-got-the-fundamentals-right.html
"10:21  AM ET Thu, 21 Dec 2017",Trump and Ryan: Democrats want a shutdown to distract from tax bill success,Trump and Ryan contend that Democrats want to see a shutdown to distract from Republicans' passage of the tax overhaul.,https://www.cnbc.com/2017/12/21/paul-ryan-congress-will-pass-bill-to-avoid-government-shutdown.html
"2:59  PM ET Thu, 21 Dec 2017",Congress races to fund the government and avert a shutdown,The otherwise uncontentious government spending bill contains a political sweetener for the president.,https://www.cnbc.com/2017/12/21/house-unveils-bill-to-fund-the-government-through-jan-point-19.html
"8:36  AM ET Thu, 21 Dec 2017",US weekly jobless claims rise more than expected,"The number of Americans filing for benefits rose more than expected last week, but the underlying trend remained consistent with a tightening labor market.rnrn",https://www.cnbc.com/2017/12/21/us-weekly-jobless-claims-dec-16-2017.html
"7:01  AM ET Thu, 21 Dec 2017",US tax bill may face lawsuits from high-tax states with long odds but political payoffs,Democratic-leaning states may take legal action to challenge the cap on deductions of state and local taxes under the new U.S. tax code.,https://www.cnbc.com/2017/12/21/us-tax-bill-may-face-lawsuits-with-long-odds-but-political-payoffs.html
"5:39  AM ET Thu, 21 Dec 2017",Lawmakers rush to try and pass a spending bill to avoid a potential government shutdown this weekend,Lawmakers hope to approve a must-pass spending bill on Thursday as the clock ticks toward potential government shutdown this weekend.,https://www.cnbc.com/2017/12/21/lawmakers-are-hoping-to-approve-a-must-pass-spending-bill.html
"6:53  PM ET Tue, 19 Dec 2017","Most Americans think Democrats would do a better job handling economy, despite success under Trump","A recent poll found that for the first time since 2013, the Democratic Party has a 5 point advantage on which side better handles the economy and taxes.",https://www.cnbc.com/2017/12/19/most-think-democrats-would-do-better-with-economy-despite-trump-success.html
"12:25  PM ET Tue, 19 Dec 2017",Final GOP plan would stick millions with bigger tax bills xe2x80x94 here are your odds of getting hit,A sweeping tax overhaul expected to become law would raise taxes for millions. This chart shows your odds of getting hit.,https://www.cnbc.com/2017/12/19/heres-how-the-final-gop-tax-bill-would-hit-your-wallet.html
"8:44  AM ET Thu, 14 Dec 2017",US import prices surge in November,"Prices surged in November amid an increase in the cost of imported petroleum products, leading to the largest year-on-year increase in seven months.",https://www.cnbc.com/2017/12/14/us-import-prices-surge-in-november.html
"5:31  PM ET Wed, 13 Dec 2017","Fed raises rates a quarter point, hikes growth outlook for economy",The Federal Reserve had been expected to raise its benchmark interest rate a quarter point to a target range of 1.25 percent to 1.5 percent.,https://www.cnbc.com/2017/12/13/fed-hikes-rates-by-a-quarter-point.html
"3:29  PM ET Wed, 13 Dec 2017",Here's what changed in the new Fed statement,This is a comparison of Wednesday's FOMC statement with the one issued after the Fed's previous policymaking meeting on July 26.,https://www.cnbc.com/2017/12/13/the-feds-monthly-meeting-heres-what-changed-in-the-new-statement.html
"2:33  PM ET Wed, 13 Dec 2017","The Fed maintains 2018, 2019 rate forecast",The charts have become a series of tea leaves that many investors like to read for hints about what the FOMC will do next.,https://www.cnbc.com/2017/12/13/federal-reserve-dot-plots-december-2017.html
"7:32  PM ET Wed, 13 Dec 2017",Citi raises prime lending rate to 4.5%  from 4.25%,"The move comes after the Federal Reserve upped its key short-term rate a quarter-point, as expected",https://www.cnbc.com/2017/12/13/citi-raises-prime-lending-rate-to-4-point-5-percent-from-4-point-25-percent.html
"9:09  AM ET Wed, 13 Dec 2017","US consumer prices increase, but core inflation is moderating","Prices accelerated in November amid a rebound in gasoline prices, but declining healthcare and apparel costs curbed underlying inflation pressures.",https://www.cnbc.com/2017/12/13/us-consumer-price-index-nov-2017.html
"7:00  AM ET Wed, 13 Dec 2017",Weekly mortgage applications fall 2.3% as rates rise,"Total mortgage application volume fell 2.3 percent last week, weighed down by fewer applications to refinance.",https://www.cnbc.com/2017/12/13/weekly-mortgage-applications-fall-2-point-3-percent-as-rates-rise.html
"4:31  PM ET Tue, 12 Dec 2017","Companies are paying a shockingly low 'effective' tax rate of just 13% right now, calculates Wall Street economist","Companies already are paying well below the 20 percent tax level targeted in the Republican reform plan, according to Yardeni Research.",https://www.cnbc.com/2017/12/12/yardeni-companies-are-already-paying-a-tax-rate-as-low-as-13-percent.html
"1:41  PM ET Tue, 12 Dec 2017","80% of Wall Street economists, strategists believe bitcoin is a bubble: Survey","Despite bitcoin's immense gain in popularity, Wall Street's top economists and market strategists remain unconvinced.",https://www.cnbc.com/2017/12/12/80-percent-of-wall-street-economists-strategists-believe-bitcoin-is-a-bubble-survey.html
"9:32  AM ET Tue, 12 Dec 2017","Tax cuts and rate hikes are on the way, starting Wednesday, CNBC's survey of Fed watchers finds","CNBC's Steve Liesman reveals Fed insights from CNBC's latest survey of money managers, strategists and economists.",https://www.cnbc.com/2017/12/11/fed-survey-tax-cuts-and-rate-hikes-on-the-way.html
"8:21  AM ET Tue, 12 Dec 2017","A tax cut designed for economic contraction, not growth","Individuals unlikely to see a boost in disposable income, hence, there is unlikely to be a large increase in consumer demand.",https://www.cnbc.com/2017/12/11/a-tax-cut-designed-for-economic-contraction-not-growth.html
"6:39  AM ET Tue, 12 Dec 2017",More American jobs? Broadcom deal might mean the opposite,"President Trump hailed Broadcom's decision to bring its headquarters to the U.S., but if its takeover bid for Qualcomm goes through it may cost jobs.",https://www.cnbc.com/2017/12/12/more-american-jobs-broadcom-deal-might-mean-the-opposite.html
"2:32  PM ET Mon, 11 Dec 2017",Manufacturing CEO survey shows record high optimism on prospect of tax reform,"In its quarterly survey, the National Association of Manufacturers found 94.6 percent of CEOs were positive about their company's outlook.",https://www.cnbc.com/2017/12/11/manufacturing-ceo-record-high-optimism-on-prospect-of-tax-reform.html
"11:59  AM ET Mon, 11 Dec 2017","GOP tax cuts will pay for themselves xe2x80x94 but only if other changes happen too, Treasury says",The Treasury projects that the Republican tax plan would boost the real GDP growth rate to 2.9 percent over 10 years.,https://www.cnbc.com/2017/12/11/treasury-department-report-says-gop-tax-cuts-will-pay-for-themselves.html
"4:27  PM ET Mon, 11 Dec 2017","On Main Street the bigger you are, the better tax reform looks: CNBC/SurveyMonkey","The bigger a small business is, the more bullish it is on Trump's tax reform plan, the CNBC/SurveyMonkey Small Business survey reveals.",https://www.cnbc.com/2017/12/11/small-business-tax-reform-support-is-all-about-size-cnbcsurveymonkey.html
"2:10  PM ET Mon, 11 Dec 2017","Business confidence on Main Street is not rising, despite the prospect of tax reform",The CNBC/SurveyMonkey Small Business Survey saw a relation between confidence and the prospect that tax reform will become law by year-end.,https://www.cnbc.com/2017/12/11/business-confidence-stagnant-on-main-street-despite-tax-reform.html
"1:26  PM ET Mon, 11 Dec 2017",Sen. Chuck Grassley highlights the problems the GOP tax bill still faces,Chuck Grassley says the GOP still needs to compromise on the treatment of the alternative minimum tax and state and local tax deductions.,https://www.cnbc.com/2017/12/11/chuck-grassley-highlights-the-problems-the-gop-tax-bill-still-faces.html
"7:02  AM ET Mon, 11 Dec 2017",Fed's incoming chair Powell faces an early test of his policy view as tax cuts near approval,The incoming Fed chair appears set to let an expected tax cut run its course as weak wage growth and inflation buttress his view that the economy remains underpowered.,https://www.cnbc.com/2017/12/11/powell-faces-early-test-of-policy-view-as-tax-cuts-near-approval.html
"7:19  AM ET Mon, 11 Dec 2017",Contenders emerge for the No. 2 Fed job as search narrows,The Federal Reserve Bank of New York will soon narrow its search for candidates to fill what is considered the Fed's second-most powerful job.,https://www.cnbc.com/2017/12/11/contenders-emerge-for-the-no-2-fed-job-as-search-begins-to-narrow.html
"7:04  PM ET Fri,  8 Dec 2017",The economy's biggest mystery xe2x80x94 paychecks just aren't growing,"The 228,000 jobs created formed a solid foundation, but the moribund 2.5 percent wage growth left many scratching their heads.",https://www.cnbc.com/2017/12/08/lack-of-wage-growth-remains-the-economys-greatest-mystery.html
"11:55  AM ET Fri,  8 Dec 2017",Strong November jobs report shows solid economy and best of all worlds for stocks,"November's solid jobs gain and modest wage growth show a strong economy with still low inflation, a perfect recipe for stock market gains.",https://www.cnbc.com/2017/12/08/strong-november-jobs-report-shows-solid-economy-and-best-of-all-worlds-for-stocks.html
"12:04  PM ET Fri,  8 Dec 2017",Trump advisor Cohn: 'We're still not growing wages in this country',"Trump administration officials are concerned about the lack of wage growth in the economy, White House economic advisor Gary Cohn says.",https://www.cnbc.com/2017/12/08/trump-advisor-gary-cohn-were-still-not-growing-wages-in-this-country.html
"11:57  AM ET Fri,  8 Dec 2017",Economy firing on all cylinders as November job growth tops hopes,"The U.S. economy created 228,000 jobs in November while the unemployment rate held steady at 4.1 percent, according to the Labor Department.",https://www.cnbc.com/2017/12/08/november-nonfarm-payrolls.html
"8:29  AM ET Fri,  8 Dec 2017",It sure looks like tax cut money is going to be spent on buybacks instead of hiring people or giving them raises,Critics of the Republican-sponsored plan say companies will use the windfall to reward investors with share buybacks and dividends.,https://www.cnbc.com/2017/12/07/worst-fears-of-corporate-tax-cut-opponents-showing-signs-of-coming-true.html
"8:40  AM ET Fri,  8 Dec 2017",November seen as another strong month for hiring and wages should be on the rise,"Employers are expected to have added about 200,000 jobs in November and wage growth was seen as strong, reinforcing a Fed rate hike",https://www.cnbc.com/2017/12/07/november-another-strong-month-for-hiring-and-wages.html
"1:53  PM ET Fri,  8 Dec 2017","Household wealth jumps to near $97 trillion, 72 percent higher than crisis level","Household wealth rose nearly 2 percent in Q3 and is near double the level it was during the financial crisis, according to Fed data.",https://www.cnbc.com/2017/12/07/household-wealth-jumps-to-near-97-billion-72-percent-higher-than-crisis-level.html
"11:19  AM ET Mon,  4 Dec 2017",McKinsey & Co. senior exec Thomas Barkin named new head of the Federal Reserve Bank of Richmond,The Federal Reserve Bank of Richmond on Monday named former McKinsey & Co. executive Thomas Barkin as its next president and CEO.,https://www.cnbc.com/2017/12/04/mckinsey-co-senior-exec-thomas-barkin-named-new-head-of-the-federal-reserve-bank-of-richmond.html
"11:21  AM ET Mon,  4 Dec 2017",Cramer: GOP tax cuts good for the stock market xe2x80x94 working Americans not so much,"""I said on Friday that it may not be good for the workers, but boy is it good for the stock market,"" Jim Cramer says.",https://www.cnbc.com/2017/12/04/cramer-gop-tax-cuts-good-for-stocks-but-maybe-not-american-workers.html
"10:38  AM ET Mon,  4 Dec 2017",GOP billionaire Ken Langone: US needs to cut debt even if it causes a recession and a stock plunge,"Tax cuts are great, but the only way to really get America's financial house in order is to cut debt, the Home Depot co-founder says.",https://www.cnbc.com/2017/12/04/ken-langone-cut-us-cut-debt-even-if-it-causes-recession-stock-drop.html
"9:20  AM ET Mon,  4 Dec 2017",Fed rate hike is expected next week and three more increases are expected in 2018,"The U.S. Federal Reserve is almost certain to raise interest rates later this month, according to a Reuters poll of economists.",https://www.cnbc.com/2017/12/04/fed-rate-expectations-on-the-rise-before-tax-cuts-passed-senate-reuters-poll.html
"9:04  AM ET Mon,  4 Dec 2017",GOP Senator says itxe2x80x99s hard to fund $14 billion childrenxe2x80x99s health programxe2x80x94then advocates for $1 trillion tax cut,That puts health care for millions of American children at risk.,https://www.cnbc.com/2017/12/04/gop-senator-says-its-hard-to-fund-14-billion-childrens-health-care-program--then-advocates-for-1-trillion-tax-cut.html
"4:39  PM ET Fri,  1 Dec 2017",Bush tax-cut architect dismisses JCT scoring of the Senate tax bill as a 'fraud',"An exclusive note from George W. Bush's former economic advisor accuses the tax committee of ""playing games"" to thwart the tax bill.",https://www.cnbc.com/2017/12/01/bush-tax-cut-architect-dismisses-jct-scoring-of-the-senate-tax-bill-a-fraud.html
"9:12  AM ET Fri,  1 Dec 2017",NAHB CEO: GOP is interested in our demands on the tax billxe2x80x94nobody wants a housing recession,The National Association of Home Builders' CEO is more upbeat after tax talks with House Speaker Paul Ryan and Rep. Kevin Brady.,https://www.cnbc.com/2017/12/01/nahb-ceo-the-gop-is-interested-in-our-demands-on-tax-reform-bill.html
"10:40  AM ET Fri,  1 Dec 2017",Three ways Trump's latest pick could really shake up the Federal Reserve,"In Goodfriend, the Fed gets someone whose approach to monetary policy and regulation runs counter to three core tenets of current orthodoxy.",https://www.cnbc.com/2017/11/30/three-ways-marvin-goodfriend-could-shake-up-the-fed.html
"9:21  AM ET Thu, 30 Nov 2017","US consumer spending moderates in October, while inflation is picking up",U.S. consumer spending slowed in October as the hurricane-related boost to motor vehicle purchases faded.,https://www.cnbc.com/2017/11/30/us-personal-income-oct-2017.html
"1:01  PM ET Thu, 30 Nov 2017","Here's how the Senate tax bill affects people earning less than $100,000","If you're making less than $75,000, these tax cuts aren't for you.",https://www.cnbc.com/2017/11/30/heres-how-the-senate-tax-bill-affects-people-earning-less-than-100000.html
"8:45  AM ET Thu, 30 Nov 2017",US jobless claims post second weekly decline,"The number of Americans filing for unemployment benefits fell last week, dropping for a second straight week as labor market conditions tightened further.",https://www.cnbc.com/2017/11/30/us-weekly-jobless-claims-nov-25-2017.html
"1:44  PM ET Wed, 29 Nov 2017",McKinsey: One-third of US workers could be jobless by 2030 due to automation,The consulting firm estimates that between 400 million and 800 million people globally could be displaced by automation.,https://www.cnbc.com/2017/11/29/one-third-of-us-workers-could-be-jobless-by-2030-due-to-automation.html
"1:01  PM ET Wed, 29 Nov 2017",US third-quarter economic growth is at the fastest pace in three years,"The U.S. economy grew faster than initially thought in the third quarter, notching its quickest pace in three years.",https://www.cnbc.com/2017/11/29/second-estimate-of-q3-2017-us-gdp.html
"6:36  AM ET Fri,  5 Jan 2018","St. Louis Fed's Bullard links tax bill with equity surge, stronger growth outlook","The U.S. tax legislation approved last year is likely to boost growth and investment, St. Louis Fed President James Bullard said.",https://www.cnbc.com/2018/01/05/st-louis-feds-bullard-links-tax-bill-with-equity-surge-stronger-growth-outlook.html
"1:15  PM ET Thu,  4 Jan 2018",Warren Buffett on the US economy: xe2x80x98The tsunami of wealth didnxe2x80x99t trickle down. It surged upwardxe2x80x99,Those who benefit have to help those left behind.,https://www.cnbc.com/2018/01/04/warren-buffett-on-the-failure-of-trickle-down-economics.html
"12:08  PM ET Thu,  4 Jan 2018","As California's housing crisis worsens, more residents are forced to sleep in their cars",Things are only getting worse.,https://www.cnbc.com/2018/01/04/income-inequality-in-california-forcing-residents-to-sleep-in-cars.html
"1:26  PM ET Thu,  4 Jan 2018",Private sector job creation surged in December as holiday shopping boomed,"The U.S. private sector added 250,000 jobs in December, well above the 190,000 jobs expected by economists polled by Reuters.",https://www.cnbc.com/2018/01/04/us-private-sector-added-250000-jobs-in-dec-vs-estimate-of-190000-adp.html
"11:55  AM ET Thu,  4 Jan 2018",Sen. Rob Portman: New tax law took US corporate tax code from worst to 'one of the best',Rob Portman of Ohio says the yet-untold story of the new tax law is the impact it will have on global investment.,https://www.cnbc.com/2018/01/04/sen-portman-the-biggest-tax-reform-story-is-flying-under-the-radar.html
"1:51  PM ET Thu,  4 Jan 2018",How the 'bomb cyclone' could impact the US power grid and ratepayers,"Analysts don't expect the bomb cyclone to pack the same punch as the 2014 polar vortex, but it does create challenges for grid operators.",https://www.cnbc.com/2018/01/04/how-the-bomb-cyclone-could-impact-the-power-grid-and-electric-bills.html
"8:44  AM ET Thu,  4 Jan 2018","US weekly jobless claims rose, though data for several states were estimated",The number of Americans filing for unemployment benefits rose for a third straight week last week.,https://www.cnbc.com/2018/01/04/us-weekly-jobless-claims-up-250000-vs-240000-expected.html
"8:27  AM ET Thu,  4 Jan 2018",Job-cut announcements in 2017 see lowest level since 1990,"U.S. employers announced plans to cut 32,423 jobs in December, bringing the year's total to a low not seen since 1990.",https://www.cnbc.com/2018/01/04/job-cut-announcements-in-2017-see-lowest-level-since-1990-challenger.html
